order_in_orders,order_status,order_purchase_timestamp,order_delivered_customer_date,order_in_items,itemid,price,order_in_payments,paymentid,payment_without_items
0a6b7c79b8c67dedc51f2dea7b4e1e59,unavailable,2018-01-13 13:27:33,,,,,0a6b7c79b8c67dedc51f2dea7b4e1e59,0a6b7c79b8c67dedc51f2dea7b4e1e591,230.5
e22f8395265cb423def2d5c028f0f34b,canceled,2017-12-01 01:42:22,,,,,e22f8395265cb423def2d5c028f0f34b,e22f8395265cb423def2d5c028f0f34b1,107.02
df8c077268f7f3baaac0892eb3143642,unavailable,2017-02-01 00:04:17,,,,,df8c077268f7f3baaac0892eb3143642,df8c077268f7f3baaac0892eb31436421,174.54
b2e2410ac54dcb51230fd94aef5bcd2c,unavailable,2017-07-31 20:46:54,,,,,b2e2410ac54dcb51230fd94aef5bcd2c,b2e2410ac54dcb51230fd94aef5bcd2c1,25.0
91427fef1ca1431d3d86d7bcd0b51ebc,unavailable,2017-09-29 12:00:01,,,,,91427fef1ca1431d3d86d7bcd0b51ebc,91427fef1ca1431d3d86d7bcd0b51ebc1,248.8
18c528b07b50f67122420d4b645dc84c,unavailable,2017-10-25 13:37:41,,,,,18c528b07b50f67122420d4b645dc84c,18c528b07b50f67122420d4b645dc84c1,667.9
484ce4bf2067023e5184d003c41eb07a,unavailable,2017-11-24 12:17:32,,,,,484ce4bf2067023e5184d003c41eb07a,484ce4bf2067023e5184d003c41eb07a1,74.44
e804ad37d90d9c32dc3ae61e90a06345,unavailable,2017-12-06 19:30:43,,,,,e804ad37d90d9c32dc3ae61e90a06345,e804ad37d90d9c32dc3ae61e90a063451,60.74
a027b795d174ac4c8c7fd853838b5744,unavailable,2017-12-12 14:07:04,,,,,a027b795d174ac4c8c7fd853838b5744,a027b795d174ac4c8c7fd853838b57441,284.02
4bd0d8aa4756f78245bd56015d4ddcc0,unavailable,2018-08-11 11:56:24,,,,,4bd0d8aa4756f78245bd56015d4ddcc0,4bd0d8aa4756f78245bd56015d4ddcc01,36.83
5b9680f27b5067afded00b23f9cb4d61,canceled,2017-03-21 20:20:14,,,,,5b9680f27b5067afded00b23f9cb4d61,5b9680f27b5067afded00b23f9cb4d611,29.42
3f6509ff22303ff04b9bf1b2c8bf69c6,canceled,2018-08-13 19:21:19,,,,,3f6509ff22303ff04b9bf1b2c8bf69c6,3f6509ff22303ff04b9bf1b2c8bf69c61,288.71
1c3a814fa046dc2f684276b1ca26786e,unavailable,2017-04-11 08:25:26,,,,,1c3a814fa046dc2f684276b1ca26786e,1c3a814fa046dc2f684276b1ca26786e1,55.96
e28fb6cbf050a8cde2b9af4ae94f3241,unavailable,2017-07-11 15:34:36,,,,,e28fb6cbf050a8cde2b9af4ae94f3241,e28fb6cbf050a8cde2b9af4ae94f32411,799.23
d8198b1933966d7baf7a7d758bdde142,unavailable,2017-08-09 13:34:56,,,,,d8198b1933966d7baf7a7d758bdde142,d8198b1933966d7baf7a7d758bdde1421,31.75
463270aee6f932c94319683e66e7e59d,unavailable,2018-04-17 19:40:26,,,,,463270aee6f932c94319683e66e7e59d,463270aee6f932c94319683e66e7e59d1,201.45
5a00b4d35edffc56b825c3646a99ba9d,canceled,2017-07-02 15:38:46,,,,,5a00b4d35edffc56b825c3646a99ba9d,5a00b4d35edffc56b825c3646a99ba9d1,157.13
7018a2cb4802de2f9ed4b09b6a98e6fd,canceled,2017-12-10 10:27:39,,,,,7018a2cb4802de2f9ed4b09b6a98e6fd,7018a2cb4802de2f9ed4b09b6a98e6fd1,639.98
00b1cb0320190ca0daa2c88b35206009,canceled,2018-08-28 15:26:39,,,,,00b1cb0320190ca0daa2c88b35206009,00b1cb0320190ca0daa2c88b352060091,0.0
21a00b08cbeb5716bbb66105e3dbd850,canceled,2018-09-10 17:51:25,,,,,21a00b08cbeb5716bbb66105e3dbd850,21a00b08cbeb5716bbb66105e3dbd8501,51.17
2982a4a9b9ff0bf9a4f5b88a45a6fa67,unavailable,2017-03-06 13:52:04,,,,,2982a4a9b9ff0bf9a4f5b88a45a6fa67,2982a4a9b9ff0bf9a4f5b88a45a6fa671,163.52
7aec7711c4f60453a59bf2f85d18187f,unavailable,2017-10-11 10:40:41,,,,,7aec7711c4f60453a59bf2f85d18187f,7aec7711c4f60453a59bf2f85d18187f1,234.29
e444dbf63e18f98c43c81f5ccc7ef8a0,unavailable,2017-09-25 12:12:02,,,,,e444dbf63e18f98c43c81f5ccc7ef8a0,e444dbf63e18f98c43c81f5ccc7ef8a01,25.2
31a1a43e09fe1f26cdcb077099cadf82,unavailable,2017-09-13 14:46:37,,,,,31a1a43e09fe1f26cdcb077099cadf82,31a1a43e09fe1f26cdcb077099cadf821,78.9
e7e4ea34d176d9efab560f0db16925fb,unavailable,2017-11-30 06:57:07,,,,,e7e4ea34d176d9efab560f0db16925fb,e7e4ea34d176d9efab560f0db16925fb1,173.68
b6e63e74aff84a068fdc1b41e9ac29ea,canceled,2018-08-07 10:44:34,,,,,b6e63e74aff84a068fdc1b41e9ac29ea,b6e63e74aff84a068fdc1b41e9ac29ea1,310.34
dbe1de9b04777a1c1bf05fd0aeebde9a,unavailable,2017-06-07 15:50:50,,,,,dbe1de9b04777a1c1bf05fd0aeebde9a,dbe1de9b04777a1c1bf05fd0aeebde9a1,173.58
73adddab7cd7e4f606280f98c137656a,unavailable,2017-07-11 09:23:29,,,,,73adddab7cd7e4f606280f98c137656a,73adddab7cd7e4f606280f98c137656a1,45.69
1800254c5ad71baad5c53866d4ed0ea0,unavailable,2017-11-14 11:38:34,,,,,1800254c5ad71baad5c53866d4ed0ea0,1800254c5ad71baad5c53866d4ed0ea01,299.98
05da04fd9f94dfb49fd643216d2cbe1f,unavailable,2018-01-04 11:33:15,,,,,05da04fd9f94dfb49fd643216d2cbe1f,05da04fd9f94dfb49fd643216d2cbe1f1,277.28
075cc7ce268544c780299db653d21467,unavailable,2018-04-20 09:39:52,,,,,075cc7ce268544c780299db653d21467,075cc7ce268544c780299db653d214671,175.16
60d7d8686099e4682199966963c66ae2,unavailable,2018-07-13 09:24:40,,,,,60d7d8686099e4682199966963c66ae2,60d7d8686099e4682199966963c66ae21,105.85
c021ea4a80ce0d1bce358a2f831c34db,canceled,2018-08-07 15:40:54,,,,,c021ea4a80ce0d1bce358a2f831c34db,c021ea4a80ce0d1bce358a2f831c34db1,209.48
236e6ec6171c1870d4bcf4ccfad87f49,canceled,2018-08-21 15:12:31,,,,,236e6ec6171c1870d4bcf4ccfad87f49,236e6ec6171c1870d4bcf4ccfad87f491,107.13
cdf36cd4632fe33085adec5cf3d6b306,unavailable,2017-02-25 20:20:04,,,,,cdf36cd4632fe33085adec5cf3d6b306,cdf36cd4632fe33085adec5cf3d6b3062,6.86
cdf36cd4632fe33085adec5cf3d6b306,unavailable,2017-02-25 20:20:04,,,,,cdf36cd4632fe33085adec5cf3d6b306,cdf36cd4632fe33085adec5cf3d6b3061,15.88
cdf36cd4632fe33085adec5cf3d6b306,unavailable,2017-02-25 20:20:04,,,,,cdf36cd4632fe33085adec5cf3d6b306,cdf36cd4632fe33085adec5cf3d6b3063,91.13
ccbd198eb55e22f3b2240d1605961c5f,unavailable,2017-07-07 13:24:00,,,,,ccbd198eb55e22f3b2240d1605961c5f,ccbd198eb55e22f3b2240d1605961c5f1,293.46
31b91033dcb0502e616f40ced16dccc6,unavailable,2017-07-17 09:38:11,,,,,31b91033dcb0502e616f40ced16dccc6,31b91033dcb0502e616f40ced16dccc61,169.38
42202323e8e5319c107e361d55ad0de6,unavailable,2017-10-30 16:06:30,,,,,42202323e8e5319c107e361d55ad0de6,42202323e8e5319c107e361d55ad0de61,73.71
c94821db10df06a6d17a8054d3a0b919,unavailable,2017-11-22 11:01:03,,,,,c94821db10df06a6d17a8054d3a0b919,c94821db10df06a6d17a8054d3a0b9191,717.11
c5a468ae781ffb0ec6d36ae89fe512b0,canceled,2017-01-13 11:06:56,,,,,c5a468ae781ffb0ec6d36ae89fe512b0,c5a468ae781ffb0ec6d36ae89fe512b01,123.25
1857e77a4bad8abb2db929f107430663,canceled,2017-08-31 23:55:57,,,,,1857e77a4bad8abb2db929f107430663,1857e77a4bad8abb2db929f1074306631,11.52
1857e77a4bad8abb2db929f107430663,canceled,2017-08-31 23:55:57,,,,,1857e77a4bad8abb2db929f107430663,1857e77a4bad8abb2db929f1074306634,41.67
1857e77a4bad8abb2db929f107430663,canceled,2017-08-31 23:55:57,,,,,1857e77a4bad8abb2db929f107430663,1857e77a4bad8abb2db929f1074306632,41.67
1857e77a4bad8abb2db929f107430663,canceled,2017-08-31 23:55:57,,,,,1857e77a4bad8abb2db929f107430663,1857e77a4bad8abb2db929f1074306635,41.67
1857e77a4bad8abb2db929f107430663,canceled,2017-08-31 23:55:57,,,,,1857e77a4bad8abb2db929f107430663,1857e77a4bad8abb2db929f1074306633,41.67
1857e77a4bad8abb2db929f107430663,canceled,2017-08-31 23:55:57,,,,,1857e77a4bad8abb2db929f107430663,1857e77a4bad8abb2db929f1074306636,41.67
a805d7a514bcde0719f99ddf2a3bb31d,canceled,2018-08-17 14:17:56,,,,,a805d7a514bcde0719f99ddf2a3bb31d,a805d7a514bcde0719f99ddf2a3bb31d1,49.31
0a472c47d928bf4cd8b6a7a30345eeb7,canceled,2018-08-30 10:14:00,,,,,0a472c47d928bf4cd8b6a7a30345eeb7,0a472c47d928bf4cd8b6a7a30345eeb71,490.99
2ec030d65d7742d4afb8df93dd86ba76,unavailable,2017-03-06 10:24:34,,,,,2ec030d65d7742d4afb8df93dd86ba76,2ec030d65d7742d4afb8df93dd86ba761,105.04
0130f0f71fb0e831d18e6a3b33a3a50c,unavailable,2017-05-12 10:17:23,,,,,0130f0f71fb0e831d18e6a3b33a3a50c,0130f0f71fb0e831d18e6a3b33a3a50c1,52.77
084d2c70d33f8b9a1e21393471844591,unavailable,2017-05-16 21:56:29,,,,,084d2c70d33f8b9a1e21393471844591,084d2c70d33f8b9a1e213934718445911,55.59
11c71300049cd2c9896b0be33f04d574,unavailable,2017-06-15 10:07:14,,,,,11c71300049cd2c9896b0be33f04d574,11c71300049cd2c9896b0be33f04d5741,188.45
37553832a3a89c9b2db59701c357ca67,unavailable,2017-08-14 17:38:02,,,,,37553832a3a89c9b2db59701c357ca67,37553832a3a89c9b2db59701c357ca671,132.46
abfacef50a27d7cea3f2c7aa60c08245,unavailable,2017-09-29 13:55:25,,,,,abfacef50a27d7cea3f2c7aa60c08245,abfacef50a27d7cea3f2c7aa60c082451,45.0
69c49491c1300f416d32e8bedc9f8907,unavailable,2017-10-26 10:35:27,,,,,69c49491c1300f416d32e8bedc9f8907,69c49491c1300f416d32e8bedc9f89071,97.79
0da43144c61f413957a7e7c8b2555dad,unavailable,2017-10-13 17:57:20,,,,,0da43144c61f413957a7e7c8b2555dad,0da43144c61f413957a7e7c8b2555dad1,59.11
1dbe2e0c5594a384eac781a7e46c6011,unavailable,2017-10-27 16:13:11,,,,,1dbe2e0c5594a384eac781a7e46c6011,1dbe2e0c5594a384eac781a7e46c60111,72.08
5d80dfb48f5c62fe1cbd194b1b6f57bd,unavailable,2017-12-04 15:42:31,,,,,5d80dfb48f5c62fe1cbd194b1b6f57bd,5d80dfb48f5c62fe1cbd194b1b6f57bd1,31.93
bbdef4b5ecad947f721ab789db1dd57f,unavailable,2018-03-04 22:14:40,,,,,bbdef4b5ecad947f721ab789db1dd57f,bbdef4b5ecad947f721ab789db1dd57f1,128.8
4641a7999ca05850ee60509c213dc8ac,canceled,2017-11-20 12:48:37,,,,,4641a7999ca05850ee60509c213dc8ac,4641a7999ca05850ee60509c213dc8ac1,162.88
f81e71dd7c044a9ee7c1d6e37d68d64f,canceled,2018-08-15 08:34:42,,,,,f81e71dd7c044a9ee7c1d6e37d68d64f,f81e71dd7c044a9ee7c1d6e37d68d64f1,785.2
ea844c92cf978ea23321fa7fe5871761,canceled,2018-09-13 09:56:12,,,,,ea844c92cf978ea23321fa7fe5871761,ea844c92cf978ea23321fa7fe58717611,414.04
ed1acc924e85e293849485a9d5dc3498,unavailable,2017-05-15 10:54:23,,,,,ed1acc924e85e293849485a9d5dc3498,ed1acc924e85e293849485a9d5dc34981,86.15
9cb560230b18aed833770219fd165e16,unavailable,2017-07-12 18:26:00,,,,,9cb560230b18aed833770219fd165e16,9cb560230b18aed833770219fd165e161,82.5
9a8fb2a3a77dab1c301506cd5af2e845,unavailable,2017-07-26 08:37:07,,,,,9a8fb2a3a77dab1c301506cd5af2e845,9a8fb2a3a77dab1c301506cd5af2e8451,154.36
19bf02099b31db3f2f5d1bfb4fbf49c4,unavailable,2017-11-02 14:44:50,,,,,19bf02099b31db3f2f5d1bfb4fbf49c4,19bf02099b31db3f2f5d1bfb4fbf49c41,111.0
feae5ecdf2cc16c1007741be785fe3cd,unavailable,2017-11-11 16:41:06,,,,,feae5ecdf2cc16c1007741be785fe3cd,feae5ecdf2cc16c1007741be785fe3cd1,68.53
a0e71b06151dd529dd0d71f578cd3457,unavailable,2017-11-05 20:59:18,,,,,a0e71b06151dd529dd0d71f578cd3457,a0e71b06151dd529dd0d71f578cd34571,598.01
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,canceled,2018-08-30 15:11:58,,,,,572c4bbf0f5f85a9b4a2c4fe0c7f04d5,572c4bbf0f5f85a9b4a2c4fe0c7f04d51,69.46
5965bbd72c3ca0d9634419437ca53897,unavailable,2017-01-30 10:29:25,,,,,5965bbd72c3ca0d9634419437ca53897,5965bbd72c3ca0d9634419437ca538971,147.99
d7198cce0076c5cefda313c12776334c,unavailable,2017-05-12 19:02:52,,,,,d7198cce0076c5cefda313c12776334c,d7198cce0076c5cefda313c12776334c1,158.13
642b39405abba96bc0e134680e8ceb02,unavailable,2017-03-05 09:28:24,,,,,642b39405abba96bc0e134680e8ceb02,642b39405abba96bc0e134680e8ceb021,214.1
cbce204b327a87445b6e6c28e0c5bfb3,unavailable,2017-09-24 09:24:52,,,,,cbce204b327a87445b6e6c28e0c5bfb3,cbce204b327a87445b6e6c28e0c5bfb31,33.68
3b4b5ec89dc09c7aedc74199be65fef7,unavailable,2017-10-18 11:33:40,,,,,3b4b5ec89dc09c7aedc74199be65fef7,3b4b5ec89dc09c7aedc74199be65fef71,143.07
51bda649419be0084a39cb53e9c6f262,unavailable,2017-11-17 13:16:42,,,,,51bda649419be0084a39cb53e9c6f262,51bda649419be0084a39cb53e9c6f2621,67.55
fa5dc4c3b8326a0da88dc49b20e0ed27,unavailable,2017-11-17 20:08:03,,,,,fa5dc4c3b8326a0da88dc49b20e0ed27,fa5dc4c3b8326a0da88dc49b20e0ed271,190.48
6d9bd9b4caa7d961a6d31427ad0e557e,unavailable,2017-11-24 17:45:10,,,,,6d9bd9b4caa7d961a6d31427ad0e557e,6d9bd9b4caa7d961a6d31427ad0e557e1,69.46
8ad27f298f11ab1248784468b3fa24e0,unavailable,2018-05-07 15:27:22,,,,,8ad27f298f11ab1248784468b3fa24e0,8ad27f298f11ab1248784468b3fa24e01,108.07
02de1e44936e56ddc1621c46d86bf91e,unavailable,2018-08-21 12:21:00,,,,,02de1e44936e56ddc1621c46d86bf91e,02de1e44936e56ddc1621c46d86bf91e1,268.74
4608a27e9e60c05b054631def491e7af,canceled,2018-08-28 08:10:22,,,,,4608a27e9e60c05b054631def491e7af,4608a27e9e60c05b054631def491e7af1,447.68
60260cf275316912451558bb743bbfc7,unavailable,2017-06-27 10:51:39,,,,,60260cf275316912451558bb743bbfc7,60260cf275316912451558bb743bbfc71,70.41
ddb580e0827e6b997875e7b5612b8093,unavailable,2017-07-17 21:00:11,,,,,ddb580e0827e6b997875e7b5612b8093,ddb580e0827e6b997875e7b5612b80931,48.75
64a58e424494f1f8ed5895885b9dfe16,unavailable,2017-10-23 13:19:27,,,,,64a58e424494f1f8ed5895885b9dfe16,64a58e424494f1f8ed5895885b9dfe161,62.23
a144aa25d9d14f25ee9f3ec4118e5517,unavailable,2017-11-06 17:36:36,,,,,a144aa25d9d14f25ee9f3ec4118e5517,a144aa25d9d14f25ee9f3ec4118e55171,68.46
65f87722388463aa7d02023c8f5b11ab,unavailable,2017-12-05 16:00:46,,,,,65f87722388463aa7d02023c8f5b11ab,65f87722388463aa7d02023c8f5b11ab1,285.85
ef3b75eae01e343f3d7c05e88a9cc496,unavailable,2017-12-03 16:44:28,,,,,ef3b75eae01e343f3d7c05e88a9cc496,ef3b75eae01e343f3d7c05e88a9cc4961,33.01
54b56f2389dee113344da742da7890c9,unavailable,2018-02-12 17:36:31,,,,,54b56f2389dee113344da742da7890c9,54b56f2389dee113344da742da7890c91,37.68
8e4090f70c05cc129247bc0edc095dbd,unavailable,2018-04-02 10:32:19,,,,,8e4090f70c05cc129247bc0edc095dbd,8e4090f70c05cc129247bc0edc095dbd1,108.11
00d0ffd14774da775ac832ba8520510f,canceled,2017-12-23 22:25:00,,,,,00d0ffd14774da775ac832ba8520510f,00d0ffd14774da775ac832ba8520510f1,134.49
93274b931b5771bd02154c9b716168ba,canceled,2018-05-08 10:13:06,,,,,93274b931b5771bd02154c9b716168ba,93274b931b5771bd02154c9b716168ba1,62.93
cfdfd7862e532c4ec1ed1c6a1b56d320,canceled,2018-09-03 18:45:34,,,,,cfdfd7862e532c4ec1ed1c6a1b56d320,cfdfd7862e532c4ec1ed1c6a1b56d3201,197.55
bea39233e56405aa80613120fa0faae9,unavailable,2017-07-04 22:27:23,,,,,bea39233e56405aa80613120fa0faae9,bea39233e56405aa80613120fa0faae91,94.06
2463e85fc460252cacb332c69099f298,unavailable,2017-10-18 19:11:27,,,,,2463e85fc460252cacb332c69099f298,2463e85fc460252cacb332c69099f2981,80.19
ee8e24472be0999597648d72577ae895,unavailable,2018-02-11 11:23:28,,,,,ee8e24472be0999597648d72577ae895,ee8e24472be0999597648d72577ae8951,51.68
c12c13ee9d5307f765798632ef70d689,unavailable,2017-05-06 00:13:09,,,,,c12c13ee9d5307f765798632ef70d689,c12c13ee9d5307f765798632ef70d6891,97.34
97cf031e8c5bf37a0b310c07800e323a,unavailable,2017-09-10 15:33:30,,,,,97cf031e8c5bf37a0b310c07800e323a,97cf031e8c5bf37a0b310c07800e323a1,157.6
d8716a985f69a46751cc046b0fea0d98,unavailable,2017-10-06 12:54:42,,,,,d8716a985f69a46751cc046b0fea0d98,d8716a985f69a46751cc046b0fea0d981,87.08
a2dd87f10cd0b3cdb73c6ba52e333250,unavailable,2017-10-11 18:51:26,,,,,a2dd87f10cd0b3cdb73c6ba52e333250,a2dd87f10cd0b3cdb73c6ba52e3332501,64.1
2f30c0b1905c65a8ff6c6358bc909625,unavailable,2017-12-08 09:32:48,,,,,2f30c0b1905c65a8ff6c6358bc909625,2f30c0b1905c65a8ff6c6358bc9096251,217.93
0fb9645c128ac84788798f0129496ca7,canceled,2018-08-21 10:15:51,,,,,0fb9645c128ac84788798f0129496ca7,0fb9645c128ac84788798f0129496ca71,66.47
01cb6d702e5233235f4125309d184bf4,unavailable,2017-01-31 17:48:07,,,,,01cb6d702e5233235f4125309d184bf4,01cb6d702e5233235f4125309d184bf41,94.21
2dd5bcfb8c66b22a80ffe45078eb2a99,unavailable,2017-03-06 21:31:42,,,,,2dd5bcfb8c66b22a80ffe45078eb2a99,2dd5bcfb8c66b22a80ffe45078eb2a991,43.94
ab46182a322cb6dc83f4138d4e5cd73f,unavailable,2017-11-24 19:49:07,,,,,ab46182a322cb6dc83f4138d4e5cd73f,ab46182a322cb6dc83f4138d4e5cd73f1,46.78
7e6bd960caf2346257183fd4b6079a65,unavailable,2018-01-28 16:38:33,,,,,7e6bd960caf2346257183fd4b6079a65,7e6bd960caf2346257183fd4b6079a651,253.8
d17cbd88da86748917f52864d1be98d0,unavailable,2018-02-20 19:08:46,,,,,d17cbd88da86748917f52864d1be98d0,d17cbd88da86748917f52864d1be98d01,153.9
66cb680674721f9816e366a15a93633f,canceled,2017-03-28 20:53:24,,,,,66cb680674721f9816e366a15a93633f,66cb680674721f9816e366a15a93633f1,211.91
5517dcebf1ab177978bae7e7c66de1b6,canceled,2017-04-27 12:57:53,,,,,5517dcebf1ab177978bae7e7c66de1b6,5517dcebf1ab177978bae7e7c66de1b61,64.21
65fdcb432cb9cfa970e3a3817b39040d,canceled,2018-08-29 08:44:38,,,,,65fdcb432cb9cfa970e3a3817b39040d,65fdcb432cb9cfa970e3a3817b39040d1,84.58
7813842ae95e8c497fc0233232ae815a,canceled,2018-08-17 20:06:36,,,,,7813842ae95e8c497fc0233232ae815a,7813842ae95e8c497fc0233232ae815a1,3184.34
8ab4ca9525e1f61c67972a13885d3b96,unavailable,2017-05-09 15:29:35,,,,,8ab4ca9525e1f61c67972a13885d3b96,8ab4ca9525e1f61c67972a13885d3b961,123.94
2636a02ee7de9590df86a4c24b739c49,unavailable,2017-06-29 09:10:37,,,,,2636a02ee7de9590df86a4c24b739c49,2636a02ee7de9590df86a4c24b739c491,142.09
52f308ce830731bfdfea4539e140073f,unavailable,2017-08-02 11:11:01,,,,,52f308ce830731bfdfea4539e140073f,52f308ce830731bfdfea4539e140073f1,465.18
232674aa2334edfdd9c2dbe346291712,unavailable,2017-11-09 23:51:34,,,,,232674aa2334edfdd9c2dbe346291712,232674aa2334edfdd9c2dbe3462917121,40.77
fb4ea753f638936f56b4df5d03dc07bb,unavailable,2018-01-13 20:11:23,,,,,fb4ea753f638936f56b4df5d03dc07bb,fb4ea753f638936f56b4df5d03dc07bb1,70.17
607c1c3f926d9435d428d7aa7d52a1ed,unavailable,2018-02-13 21:40:28,,,,,607c1c3f926d9435d428d7aa7d52a1ed,607c1c3f926d9435d428d7aa7d52a1ed1,847.3
151e44f3dd461fe0838b6f59f884749f,unavailable,2018-02-22 16:06:11,,,,,151e44f3dd461fe0838b6f59f884749f,151e44f3dd461fe0838b6f59f884749f1,93.3
33f11b444d480cee508b54f3cf17b079,unavailable,2018-03-02 16:48:27,,,,,33f11b444d480cee508b54f3cf17b079,33f11b444d480cee508b54f3cf17b0791,176.78
dc7a419b3cd13b51c38ff9442dfd4009,canceled,2017-03-21 19:17:48,,,,,dc7a419b3cd13b51c38ff9442dfd4009,dc7a419b3cd13b51c38ff9442dfd40091,76.11
85e05c3c9aa9834518f35d4f286014be,canceled,2018-08-28 08:18:22,,,,,85e05c3c9aa9834518f35d4f286014be,85e05c3c9aa9834518f35d4f286014be1,612.98
3c8702d3b056de079d6cdd6ee1ffeb55,unavailable,2017-02-22 12:31:15,,,,,3c8702d3b056de079d6cdd6ee1ffeb55,3c8702d3b056de079d6cdd6ee1ffeb551,24.34
6900ba78f72feb30643f7c2e2ebb3aa1,unavailable,2017-04-23 18:16:54,,,,,6900ba78f72feb30643f7c2e2ebb3aa1,6900ba78f72feb30643f7c2e2ebb3aa11,4.35
6900ba78f72feb30643f7c2e2ebb3aa1,unavailable,2017-04-23 18:16:54,,,,,6900ba78f72feb30643f7c2e2ebb3aa1,6900ba78f72feb30643f7c2e2ebb3aa12,24.51
3bb3f7783f2e72ad6c1baacfdc807994,unavailable,2017-11-30 16:45:27,,,,,3bb3f7783f2e72ad6c1baacfdc807994,3bb3f7783f2e72ad6c1baacfdc8079941,70.92
a6d4e95420d65bd5f299dc95d3493e0d,unavailable,2018-07-23 06:11:11,,,,,a6d4e95420d65bd5f299dc95d3493e0d,a6d4e95420d65bd5f299dc95d3493e0d1,58.28
4cccc0d35e7c7a0dc766ad3c4043e33e,unavailable,2018-08-10 09:32:32,,,,,4cccc0d35e7c7a0dc766ad3c4043e33e,4cccc0d35e7c7a0dc766ad3c4043e33e1,69.07
7fd4b0e047195ca197c3660772a8d8c0,canceled,2016-10-08 07:02:33,,,,,7fd4b0e047195ca197c3660772a8d8c0,7fd4b0e047195ca197c3660772a8d8c01,110.92
6d3130927406da969ab807821a93a65d,unavailable,2017-02-11 21:39:55,,,,,6d3130927406da969ab807821a93a65d,6d3130927406da969ab807821a93a65d1,54.96
d5ab426a149bfee66ff88db9c6a8836a,unavailable,2017-02-01 10:40:43,,,,,d5ab426a149bfee66ff88db9c6a8836a,d5ab426a149bfee66ff88db9c6a8836a1,89.19
ff71fa43cf5b726cd4a5763c7d819a35,unavailable,2017-07-19 21:53:57,,,,,ff71fa43cf5b726cd4a5763c7d819a35,ff71fa43cf5b726cd4a5763c7d819a351,81.89
36be874974d3616f9a1a763d0ac1d655,unavailable,2017-08-13 12:26:51,,,,,36be874974d3616f9a1a763d0ac1d655,36be874974d3616f9a1a763d0ac1d6551,31.75
fddbd183387b5c9bcbafbd0fe965301f,unavailable,2017-09-23 10:25:00,,,,,fddbd183387b5c9bcbafbd0fe965301f,fddbd183387b5c9bcbafbd0fe965301f1,40.0
73d6d096aaef87398a0321fc1acc5a54,unavailable,2017-10-17 07:49:44,,,,,73d6d096aaef87398a0321fc1acc5a54,73d6d096aaef87398a0321fc1acc5a541,61.19
bf27902e7735a428c81f52189dec50e4,unavailable,2017-11-29 17:42:13,,,,,bf27902e7735a428c81f52189dec50e4,bf27902e7735a428c81f52189dec50e41,141.33
cd80f267aabc7357c2caaa8848e1cd3c,unavailable,2017-12-07 12:26:00,,,,,cd80f267aabc7357c2caaa8848e1cd3c,cd80f267aabc7357c2caaa8848e1cd3c1,152.31
9c77f06d1dbb94007e708e9aba680a03,unavailable,2018-02-10 16:00:05,,,,,9c77f06d1dbb94007e708e9aba680a03,9c77f06d1dbb94007e708e9aba680a031,91.66
2b941f8e6ff81158a52de44909dc2a52,canceled,2017-04-14 19:05:05,,,,,2b941f8e6ff81158a52de44909dc2a52,2b941f8e6ff81158a52de44909dc2a521,983.54
dbe2d1c6c34f5c31bb6736e1720c9b7e,canceled,2018-08-28 12:45:15,,,,,dbe2d1c6c34f5c31bb6736e1720c9b7e,dbe2d1c6c34f5c31bb6736e1720c9b7e1,34.83
503e8daafed23dbae78ff210f2d41f0f,canceled,2018-08-20 14:16:15,,,,,503e8daafed23dbae78ff210f2d41f0f,503e8daafed23dbae78ff210f2d41f0f1,84.46
c581b368f1c9fc02caaa71e42809baf9,canceled,2018-08-10 14:44:24,,,,,c581b368f1c9fc02caaa71e42809baf9,c581b368f1c9fc02caaa71e42809baf91,64.22
4748c7d66bbedbf52de84b3bc4cbc482,unavailable,2017-05-25 21:45:54,,,,,4748c7d66bbedbf52de84b3bc4cbc482,4748c7d66bbedbf52de84b3bc4cbc4821,150.66
a2621d414c9c28d85816bbc9f2e8980d,unavailable,2017-09-22 15:42:18,,,,,a2621d414c9c28d85816bbc9f2e8980d,a2621d414c9c28d85816bbc9f2e8980d1,90.26
e40d0c72305e1f0be6925df1e4378221,unavailable,2017-11-03 20:21:30,,,,,e40d0c72305e1f0be6925df1e4378221,e40d0c72305e1f0be6925df1e43782211,665.62
5e0eae0316373e1459c05b539e18f060,unavailable,2018-01-26 00:49:25,,,,,5e0eae0316373e1459c05b539e18f060,5e0eae0316373e1459c05b539e18f0601,27.68
869997fbe01f39d184956b5c6bccfdbe,canceled,2018-09-26 08:40:15,,,,,869997fbe01f39d184956b5c6bccfdbe,869997fbe01f39d184956b5c6bccfdbe1,94.63
6e7e891760708803a2f4203981f2d69d,unavailable,2017-02-16 19:43:11,,,,,6e7e891760708803a2f4203981f2d69d,6e7e891760708803a2f4203981f2d69d1,148.98
e9e56ab7d8e993bda2988ed430524126,unavailable,2017-03-05 19:52:00,,,,,e9e56ab7d8e993bda2988ed430524126,e9e56ab7d8e993bda2988ed4305241261,124.73
0990477f1481cdf40c00d57bb13a1c9b,unavailable,2017-04-20 19:01:56,,,,,0990477f1481cdf40c00d57bb13a1c9b,0990477f1481cdf40c00d57bb13a1c9b1,142.71
779078ac80552fa400b11c285d16e4fa,unavailable,2017-06-13 21:11:58,,,,,779078ac80552fa400b11c285d16e4fa,779078ac80552fa400b11c285d16e4fa1,293.4
